Month,Day,Hour,Humidity,Temperture,Pressure
3,13,1,2.0,70,1030
3,13,13,13.0,31,1026
3,13,13,13.0,29,1025
3,13,16,13.0,33,1024
3,13,17,11.0,41,1024
3,13,21,6.0,87,1024
3,13,0,2.0,70,1030
3,13,3,1.0,75,1029
3,13,5,0.0,80,1028
3,13,14,13,16,1025
3,13,5,0,68,1029
3,13,2,2.0,65,1029
3,13,5,0.0,80,1028
3,13,15,13.0,33,1024
3,13,6,0.0,80,1028
3,13,6,-0,73,1028
3,13,18,9.0,50,1024
3,13,6,0.0,87,1028
3,13,8,5.0,65,1027
3,13,18,8.0,53,1024
3,13,7,0.0,80,1028
3,13,7,-0,73,1028
3,13,17,12,22,1024
3,13,20,7.0,71,1024
3,13,20,8,53,1025
3,13,20,7.0,76,1024
3,13,14,13.0,31,1024
3,13,9,5,55,1028
3,13,9,6.0,61,1027
3,13,18,10,30,1024
3,13,16,13,20,1025
3,13,4,0,67,1029
3,13,16,13.0,31,1024
3,13,4,0.0,80,1028
3,13,4,1.0,75,1028
3,13,1,3.0,65,1030
3,13,8,3.0,75,1028
3,13,0,2.0,70,1030
3,13,23,7.0,81,1024
3,13,14,13.0,31,1025
3,13,23,7,79,1025
3,13,23,7.0,81,1025
3,13,17,12.0,35,1024
3,13,3,2.0,75,1029
3,13,12,12.0,38,1026
3,13,2,2.0,75,1029
3,13,12,11,27,1027
3,13,15,13.0,33,1024
3,13,12,12.0,38,1026
3,13,8,2,73,1028
3,13,11,10.0,47,1027
3,13,11,9,38,1027
3,13,21,6.0,81,1024
3,13,9,6.0,61,1027
3,13,11,11.0,41,1026
3,13,10,9.0,50,1027
3,13,10,7.0,57,1027
3,13,3,2,67,1029
3,13,10,7,44,1028
3,14,8,5,71,1025
3,14,8,5.0,76,1024
3,14,11,9.0,62,1022
3,14,13,9,48,1021
3,14,5,4,73,1025
3,14,13,10.0,58,1020
3,14,5,4.0,81,1024
3,14,5,4.0,81,1024
3,14,0,6.0,81,1024
3,14,9,7.0,71,1024
3,14,12,9.0,62,1021
3,14,22,7.0,87,1001
3,14,1,6.0,81,1024
3,14,11,9.0,58,1022
3,14,4,4.0,81,1024
3,14,10,8.0,66,1023
3,14,4,4,73,1025
3,14,2,5,79,1025
3,14,4,4.0,81,1024
3,14,21,7.0,87,1003
3,14,14,10.0,58,1018
3,14,14,10,52,1019
3,14,8,6.0,70,1024
3,14,14,10.0,58,1017
3,14,20,7.0,87,1004
3,14,15,10.0,58,1015
3,14,15,11.0,54,1016
3,14,9,6,59,1024
3,14,15,10,48,1017
3,14,3,4.0,87,1024
3,14,22,7,86,1002
3,14,18,9,55,1010
3,14,12,9,49,1022
3,14,21,7,83,1004
3,14,23,7.0,76,999
3,14,19,7.0,81,1005
3,14,23,7,71,1000
3,14,10,8,56,1024
3,14,19,7.0,87,1007
3,14,22,7.0,76,1000
3,14,18,8.0,71,1009
3,14,0,6,76,1025
3,14,16,10,42,1015
3,14,0,6.0,87,1024
3,14,16,10.0,58,1014
3,14,16,10.0,58,1012
3,14,13,10.0,58,1019
3,14,1,5.0,87,1024
3,14,21,7.0,87,1001
3,14,18,8.0,76,1008
3,14,12,9.0,62,1022
3,14,2,5.0,81,1024
3,14,17,9.0,66,1010
3,14,3,4.0,81,1024
3,14,17,10,49,1012
3,14,10,8.0,66,1023
3,14,17,9.0,62,1012
3,14,20,7.0,87,1005
3,14,7,4.0,75,1024
3,14,20,7,80,1006
3,14,7,4,70,1024
3,14,7,5.0,76,1024
3,14,9,7.0,71,1024
3,14,6,4.0,81,1024
3,14,6,4.0,81,1024
3,14,19,8,69,1009
3,14,6,4,73,1024
3,14,1,6,75,1025
3,14,23,7.0,71,999
3,14,11,8,51,1023
3,14,2,5.0,81,1024
3,14,3,4,76,1025
3,15,12,9.0,43,1006
3,15,7,6.0,61,1001
3,15,12,9,28,1007
3,15,17,7,50,1007
3,15,7,6,51,1000
3,15,23,6,74,1002
3,15,7,6.0,61,1000
3,15,1,7.0,71,996
3,15,9,7.0,57,1003
3,15,8,7.0,57,1002
3,15,0,7.0,66,998
3,15,5,6.0,66,997
3,15,5,6.0,66,996
3,15,3,7.0,66,995
3,15,5,6,55,996
3,15,22,6,72,1003
3,15,11,9.0,43,1006
3,15,20,6.0,81,1004
3,15,9,8.0,53,1004
3,15,2,7,63,996
3,15,19,7.0,71,1005
3,15,22,6.0,81,1002
3,15,13,9.0,46,1007
3,15,20,7,67,1005
3,15,17,7.0,66,1006
3,15,0,7,60,999
3,15,17,7.0,66,1006
3,15,8,6,51,1001
3,15,10,8,36,1005
3,15,6,6,55,998
3,15,10,9.0,43,1004
3,15,6,6.0,66,998
3,15,6,6.0,61,999
3,15,19,7.0,71,1005
3,15,21,6.0,81,1002
3,15,20,6.0,81,1003
3,15,9,7,43,1003
3,15,11,9.0,43,1005
3,15,1,7.0,71,997
3,15,14,9.0,46,1007
3,15,1,7,59,998
3,15,14,9,36,1007
3,15,14,9.0,46,1007
3,15,12,9.0,43,1007
3,15,8,6.0,61,1001
3,15,13,9.0,46,1007
3,15,21,6,74,1004
3,15,16,7.0,61,1007
3,15,16,8.0,57,1007
3,15,10,9.0,43,1005
3,15,16,8,41,1007
3,15,2,7.0,61,995
3,15,11,9,31,1005
3,15,19,7,63,1006
3,15,23,6.0,81,1001
3,15,0,7.0,66,998
3,15,13,9,34,1007
3,15,4,7.0,61,995
3,15,4,6,53,995
3,15,4,6.0,66,996
3,15,18,7.0,71,1006
3,15,3,7,56,996
3,15,15,9,35,1008
3,15,3,7.0,66,995
3,15,15,9.0,50,1007
3,15,15,8.0,53,1007
3,15,22,6.0,81,1002
3,15,21,6.0,81,1003
3,15,18,7,59,1006
3,15,23,6.0,81,1001
3,15,18,7.0,71,1006
3,15,2,7.0,71,996
3,16,21,8,77,1002
3,16,3,7.0,81,998
3,16,23,8,79,1002
3,16,22,8.0,87,1001
3,16,14,11,50,1002
3,16,22,8,79,1002
3,16,20,8,83,1003
3,16,10,9,61,998
3,16,20,8.0,87,1002
3,16,10,10.0,66,998
3,16,10,10.0,66,999
3,16,15,10.0,66,1002
3,16,8,9.0,76,997
3,16,2,6,72,1000
3,16,19,8.0,87,1002
3,16,2,6.0,81,999
3,16,19,8,81,1003
3,16,19,8.0,87,1002
3,16,12,11.0,62,1000
3,16,17,9.0,76,1002
3,16,16,10.0,71,1002
3,16,0,6,75,1001
3,16,23,8.0,87,1001
3,16,3,6.0,81,998
3,16,0,6.0,81,1000
3,16,23,8.0,87,1001
3,16,1,6.0,81,999
3,16,12,11.0,62,1000
3,16,20,8.0,87,1002
3,16,9,9,66,998
3,16,9,9.0,71,997
3,16,14,11.0,54,1001
3,16,4,7.0,87,997
3,16,4,6.0,93,997
3,16,2,6.0,81,999
3,16,4,6,77,998
3,16,1,6,75,1000
3,16,3,6,74,999
3,16,16,10,55,1002
3,16,18,8,80,1003
3,16,18,8.0,87,1002
3,16,18,8.0,87,1002
3,16,1,6.0,81,1000
3,16,15,11,45,1002
3,16,5,7.0,87,996
3,16,15,11.0,58,1001
3,16,5,7,86,997
3,16,9,9.0,71,997
3,16,5,7.0,93,996
3,16,21,8.0,87,1002
3,16,7,8,81,997
3,16,7,8.0,81,997
3,16,7,8.0,81,996
3,16,14,12.0,54,1001
3,16,22,8.0,87,1002
3,16,11,11.0,62,999
3,16,17,9.0,82,1002
3,16,21,8.0,87,1002
3,16,11,10,57,999
3,16,16,10.0,71,1002
3,16,11,10.0,66,999
3,16,6,8.0,87,996
3,16,12,11,49,1000
3,16,6,7,87,997
3,16,6,8.0,87,996
3,16,0,6.0,81,1000
3,16,8,8.0,76,997
3,16,8,8,74,997
3,16,13,11.0,58,1001
3,16,13,11.0,58,1001
3,16,17,10,65,1003
3,16,13,11,52,1001
3,17,11,10,41,1005
3,17,2,8.0,81,1001
3,17,21,7.0,81,1009
3,17,2,9,68,1002
3,17,16,10,39,1008
3,17,20,7.0,76,1009
3,17,2,8.0,81,1001
3,17,10,10.0,54,1004
3,17,18,8.0,66,1008
3,17,18,8,53,1008
3,17,3,8.0,81,1001
3,17,3,9.0,76,1001
3,17,11,9.0,54,1005
3,17,3,8,73,1002
3,17,23,7.0,87,1008
3,17,16,9.0,62,1007
3,17,14,10.0,47,1007
3,17,14,10.0,47,1007
3,17,4,8,70,1002
3,17,14,10,36,1007
3,17,19,8.0,71,1008
3,17,19,8,58,1009
3,17,13,8,49,1007
3,17,6,8,63,1001
3,17,22,7.0,81,1009
3,17,16,10.0,54,1007
3,17,0,8,79,1002
3,17,0,8.0,87,1001
3,17,0,9.0,82,1001
3,17,5,8.0,71,1001
3,17,18,8.0,66,1008
3,17,17,9,48,1008
3,17,17,9.0,62,1008
3,17,17,9.0,62,1008
3,17,4,8.0,76,1001
3,17,1,9.0,76,1001
3,17,7,8.0,66,1002
3,17,1,9,74,1002
3,17,6,8.0,71,1001
3,17,1,9.0,76,1001
3,17,10,9.0,58,1004
3,17,10,9,48,1004
3,17,21,7,66,1009
3,17,22,7.0,76,1009
3,17,19,8.0,66,1008
3,17,21,7.0,81,1009
3,17,23,6,80,1009
3,17,22,7,73,1009
3,17,13,10.0,47,1007
3,17,6,8.0,71,1001
3,17,8,8,57,1003
3,17,8,8.0,71,1002
3,17,8,8.0,66,1003
3,17,11,10.0,50,1005
3,17,20,8,60,1009
3,17,15,10.0,47,1007
3,17,5,8.0,71,1001
3,17,15,10,34,1007
3,17,15,10.0,50,1007
3,17,20,8.0,71,1009
3,17,4,8.0,76,1001
3,17,9,9.0,62,1004
3,17,12,9.0,58,1006
3,17,9,8,55,1004
3,17,9,9.0,62,1003
3,17,7,8.0,66,1002
3,17,7,8,60,1002
3,17,13,9.0,58,1006
3,17,23,6.0,93,1008
3,17,12,8.0,66,1006
3,18,3,8.0,87,1006
3,18,3,8,81,1007
3,18,19,8.0,76,1003
3,18,3,8.0,87,1006
3,18,22,7.0,81,1004
3,18,2,8.0,87,1007
3,18,2,8.0,87,1007
3,18,2,8,84,1008
3,18,19,8.0,76,1003
3,18,21,7.0,87,1003
3,18,18,8.0,71,1003
3,18,22,7.0,81,1003
3,18,18,8,61,1004
3,18,18,8.0,71,1003
3,18,6,8.0,87,1005
3,18,19,8,65,1004
3,18,23,7,75,1004
3,18,17,9,63,1004
3,18,1,8,85,1008
3,18,17,9.0,66,1003
3,18,1,8.0,87,1008
3,18,1,8.0,87,1007
3,18,4,8.0,87,1006
3,18,21,7.0,87,1003
3,18,16,9.0,71,1003
3,18,5,8.0,87,1006
3,18,15,9.0,66,1004
3,18,0,7.0,93,1008
3,18,14,9.0,71,1004
3,18,15,9.0,71,1004
3,18,0,7,86,1009
3,18,7,8.0,87,1005
3,18,0,7.0,93,1008
3,18,10,9.0,76,1005
3,18,10,9,71,1006
3,18,22,7,77,1004
3,18,10,9.0,76,1005
3,18,11,10.0,66,1005
3,18,11,9.0,71,1005
3,18,11,9,66,1005
3,18,21,7,76,1004
3,18,23,7.0,81,1003
3,18,20,7.0,87,1003
3,18,20,7.0,81,1003
3,18,16,9,60,1004
3,18,20,8,71,1004
3,18,15,9,58,1004
3,18,14,10,56,1005
3,18,9,8,80,1006
3,18,9,8.0,81,1005
3,18,9,9.0,76,1005
3,18,12,9,59,1005
3,18,4,8.0,87,1006
3,18,12,9.0,71,1005
3,18,12,10.0,66,1004
3,18,17,8.0,71,1003
3,18,5,8.0,87,1006
3,18,8,8.0,87,1005
3,18,23,7.0,81,1003
3,18,8,8,84,1006
3,18,8,8.0,87,1005
3,18,16,9.0,71,1003
3,18,6,8.0,87,1005
3,18,13,10.0,66,1004
3,18,7,8.0,87,1005
3,18,13,10,61,1005
3,18,14,10.0,66,1004
3,18,13,10.0,71,1004
3,19,5,6.0,87,1005
3,19,10,9.0,82,1006
3,19,4,6.0,87,1005
3,19,10,8,85,1006
3,19,12,9,74,1006
3,19,10,8.0,87,1006
3,19,16,11.0,71,1006
3,19,5,6,82,1006
3,19,12,9.0,82,1006
3,19,8,7.0,87,1005
3,19,8,7,78,1006
3,19,12,9.0,76,1006
3,19,14,9.0,87,1005
3,19,8,8.0,81,1005
3,19,6,7.0,81,1006
3,19,9,8.0,87,1006
3,19,9,8.0,87,1006
3,19,15,9,81,1006
3,19,9,8,77,1006
3,19,20,8.0,76,1007
3,19,5,6.0,87,1005
3,19,4,6.0,81,1005
3,19,0,7.0,81,1004
3,19,23,8.0,81,1008
3,19,0,7,75,1004
3,19,0,7.0,81,1004
3,19,7,6,78,1006
3,19,11,9,76,1006
3,19,7,7.0,81,1005
3,19,11,9.0,76,1006
3,19,11,9.0,82,1006
3,19,21,7.0,81,1007
3,19,6,6.0,87,1006
3,19,16,11.0,71,1005
3,19,3,6.0,81,1005
3,19,16,10,68,1006
3,19,3,7,70,1006
3,19,3,7.0,81,1005
3,19,4,6,72,1005
3,19,17,10.0,71,1006
3,19,18,9.0,76,1007
3,19,22,8.0,81,1007
3,19,18,10,65,1006
3,19,18,10.0,71,1006
3,19,22,7.0,81,1007
3,19,1,7.0,81,1005
3,19,1,7.0,81,1004
3,19,7,7.0,87,1005
3,19,1,7,75,1004
3,19,15,10.0,82,1005
3,19,23,8.0,81,1008
3,19,20,8.0,76,1007
3,19,6,6,80,1006
3,19,20,9,64,1008
3,19,17,10,64,1006
3,19,23,8,72,1008
3,19,17,10.0,76,1006
3,19,13,9.0,76,1006
3,19,13,9,72,1006
3,19,13,9.0,82,1006
3,19,22,7,75,1008
3,19,14,9,71,1006
3,19,2,7,72,1005
3,19,14,9.0,82,1006
3,19,2,7.0,81,1005
3,19,2,7.0,81,1005
3,19,21,8,70,1008
3,19,19,9,64,1008
3,19,21,8.0,76,1007
3,19,19,9.0,76,1007
3,19,19,9.0,71,1007
3,19,15,9.0,87,1005
3,20,16,15.0,45,1004
3,20,3,9.0,82,1008
3,20,16,15,32,1005
3,20,13,15,36,1007
3,20,3,8,75,1009
3,20,12,13,49,1008
3,20,3,9.0,76,1008
3,20,4,9,72,1009
3,20,23,13.0,51,997
3,20,18,13.0,51,1002
3,20,20,11.0,62,1000
3,20,18,13,40,1004
3,20,5,9,72,1009
3,20,18,13.0,51,1003
3,20,1,8.0,81,1008
3,20,1,9.0,76,1008
3,20,7,8.0,81,1008
3,20,1,8,73,1009
3,20,15,15.0,45,1005
3,20,23,13.0,51,996
3,20,23,13,40,998
3,20,17,14.0,51,1004
3,20,13,15.0,48,1006
3,20,12,15.0,51,1007
3,20,5,9.0,76,1008
3,20,13,15.0,48,1006
3,20,22,11,47,999
3,20,14,15,36,1007
3,20,2,8,73,1008
3,20,14,15.0,48,1006
3,20,2,8.0,81,1008
3,20,2,8.0,81,1008
3,20,21,11,49,1000
3,20,19,13,36,1003
3,20,21,11.0,62,999
3,20,19,14.0,48,1002
3,20,19,13.0,51,1001
3,20,22,12.0,54,997
3,20,15,16.0,42,1005
3,20,5,9.0,76,1009
3,20,10,11.0,67,1007
3,20,4,9.0,76,1008
3,20,10,10,67,1008
3,20,10,10.0,76,1007
3,20,16,14.0,48,1004
3,20,22,12.0,54,997
3,20,8,8.0,81,1008
3,20,8,8,71,1009
3,20,12,14.0,55,1007
3,20,14,16.0,45,1006
3,20,8,9.0,76,1008
3,20,6,8.0,81,1008
3,20,9,10.0,71,1008
3,20,9,9.0,76,1008
3,20,15,16,32,1006
3,20,9,9,71,1009
3,20,20,12,42,1002
3,20,17,13.0,51,1003
3,20,4,9.0,82,1008
3,20,0,8.0,81,1008
3,20,0,8,75,1008
3,20,0,8.0,81,1008
3,20,7,8,71,1008
3,20,11,11,56,1008
3,20,7,8.0,81,1008
3,20,11,12.0,67,1007
3,20,11,13.0,58,1007
3,20,20,12.0,54,1001
3,20,17,14,35,1004
3,20,21,11.0,58,998
3,20,6,9.0,76,1008
3,21,10,9.0,71,1000
3,21,10,9,57,1001
3,21,22,5,67,1005
3,21,10,9.0,66,1000
3,21,22,4.0,81,1004
3,21,11,10.0,62,1000
3,21,11,9.0,66,1001
3,21,11,9,53,1001
3,21,23,4.0,87,1004
3,21,19,6.0,70,1003
3,21,20,6.0,70,1004
3,21,16,8,42,1001
3,21,20,6,60,1004
3,21,18,7.0,66,1002
3,21,22,5.0,76,1004
3,21,14,10,45,1001
3,21,9,8,67,1000
3,21,9,8.0,76,1000
3,21,9,9.0,71,1000
3,21,19,6,57,1003
3,21,23,4,73,1005
3,21,4,9,79,997
3,21,12,10,50,1001
3,21,4,9.0,82,996
3,21,12,10.0,62,1000
3,21,12,10.0,58,1000
3,21,17,8.0,57,1002
3,21,5,8.0,81,997
3,21,8,8.0,76,1000
3,21,21,6,62,1004
3,21,23,4.0,87,1004
3,21,8,8,72,1000
3,21,8,8.0,76,999
3,21,16,8.0,57,1001
3,21,6,8.0,81,998
3,21,13,10.0,58,1000
3,21,6,8,76,998
3,21,6,8.0,81,998
3,21,13,10,47,1000
3,21,14,10.0,58,1000
3,21,13,10.0,58,1000
3,21,3,9.0,82,996
3,21,3,10,72,997
3,21,19,6.0,70,1003
3,21,3,9.0,82,996
3,21,21,5.0,76,1004
3,21,2,10.0,76,996
3,21,2,10.0,71,996
3,21,2,10,63,997
3,21,5,8,77,997
3,21,15,9,41,1001
3,21,18,8,48,1002
3,21,7,8.0,76,999
3,21,18,7.0,61,1003
3,21,7,8,73,999
3,21,15,9.0,54,1000
3,21,17,8,46,1002
3,21,1,10,55,997
3,21,17,8.0,62,1002
3,21,1,10.0,71,996
3,21,1,10.0,71,996
3,21,4,8.0,87,997
3,21,21,5.0,76,1004
3,21,16,8.0,57,1001
3,21,20,6.0,70,1004
3,21,5,8.0,87,997
3,21,15,9.0,58,1000
3,21,0,11.0,62,997
3,21,14,9.0,54,1000
3,21,0,12,42,997
3,21,7,8.0,76,998
3,21,0,12.0,54,996
3,22,19,6.0,81,998
3,22,7,5.0,81,1002
3,22,7,5.0,81,1002
3,22,1,4.0,87,1004
3,22,7,4,80,1003
3,22,17,7.0,81,997
3,22,23,5,82,999
3,22,18,6.0,81,998
3,22,18,6.0,87,997
3,22,0,4,76,1005
3,22,18,6,79,998
3,22,15,9,51,998
3,22,2,4.0,87,1004
3,22,21,5.0,87,998
3,22,6,5.0,81,1002
3,22,6,5,83,1003
3,22,22,5.0,87,998
3,22,6,5.0,81,1002
3,22,16,8,60,998
3,22,4,4,80,1004
3,22,16,7.0,76,997
3,22,4,5.0,87,1003
3,22,4,5.0,87,1003
3,22,19,5.0,87,998
3,22,20,5.0,87,998
3,22,9,6,70,1002
3,22,9,6.0,76,1001
3,22,22,5.0,87,998
3,22,3,4,80,1004
3,22,17,7.0,81,997
3,22,8,6.0,76,1001
3,22,5,5.0,87,1002
3,22,14,9,51,998
3,22,5,5,80,1003
3,22,5,5.0,87,1003
3,22,3,4.0,81,1003
3,22,22,5,80,998
3,22,10,8.0,66,1000
3,22,10,7.0,71,1000
3,22,16,6.0,87,997
3,22,10,7,61,1001
3,22,23,4.0,87,998
3,22,0,4.0,87,1004
3,22,2,4,80,1004
3,22,17,6,82,998
3,22,8,5,76,1002
3,22,20,5.0,87,998
3,22,11,8.0,66,1000
3,22,11,8,57,1001
3,22,11,8.0,71,1000
3,22,1,4,75,1004
3,22,13,9,53,999
3,22,1,4.0,87,1004
3,22,13,9.0,58,999
3,22,13,9.0,62,998
3,22,14,9.0,62,997
3,22,23,4.0,87,998
3,22,19,6,79,998
3,22,9,7.0,71,1001
3,22,14,9.0,62,998
3,22,0,4.0,87,1004
3,22,3,4.0,81,1003
3,22,12,9.0,66,999
3,22,2,4.0,87,1003
3,22,20,5,80,998
3,22,12,8,57,1000
3,22,12,9.0,62,999
3,22,8,5.0,81,1002
3,22,15,8.0,66,997
3,22,21,5.0,87,998
3,22,21,5,80,998
3,22,15,9.0,62,997
3,23,6,2,85,999
3,23,14,9,62,1002
3,23,6,3.0,87,999
3,23,14,9.0,71,1001
3,23,14,9.0,62,1001
3,23,23,2.0,87,1007
3,23,10,6,72,1001
3,23,19,6,59,1004
3,23,20,3.0,81,1005
3,23,19,4.0,75,1004
3,23,4,3.0,87,998
3,23,20,4,63,1005
3,23,20,3.0,75,1005
3,23,7,3.0,87,999
3,23,4,3.0,87,998
3,23,15,9.0,66,1002
3,23,5,2.0,87,999
3,23,23,2,79,1007
3,23,15,8,55,1002
3,23,15,9.0,62,1002
3,23,12,7,69,1002
3,23,17,8,51,1003
3,23,22,3.0,81,1006
3,23,22,3.0,81,1006
3,23,22,3,71,1006
3,23,0,3.0,93,998
3,23,0,3.0,93,998
3,23,6,3.0,87,999
3,23,0,4,81,999
3,23,10,6.0,81,1000
3,23,7,3,81,1000
3,23,5,3.0,87,998
3,23,21,3,72,1006
3,23,1,3.0,93,998
3,23,1,3,84,999
3,23,21,4.0,81,1006
3,23,1,3.0,93,998
3,23,18,8,52,1003
3,23,11,6,71,1001
3,23,3,3,86,998
3,23,11,7.0,76,1000
3,23,3,4.0,87,998
3,23,3,3.0,93,998
3,23,18,6.0,66,1003
3,23,19,4.0,81,1004
3,23,10,6.0,81,1000
3,23,13,9,57,1001
3,23,2,3.0,93,998
3,23,12,8.0,71,1001
3,23,17,8.0,66,1003
3,23,2,3,85,999
3,23,2,3.0,93,998
3,23,5,3,83,999
3,23,21,3.0,81,1005
3,23,13,9.0,66,1001
3,23,9,5.0,81,1000
3,23,17,8.0,66,1003
3,23,11,7.0,76,1001
3,23,9,6.0,76,1000
3,23,23,2.0,87,1006
3,23,7,3.0,87,999
3,23,8,5.0,81,999
3,23,8,5.0,81,999
3,23,4,3,84,999
3,23,8,4,79,1000
3,23,13,9.0,66,1001
3,23,12,8.0,71,1001
3,23,16,9.0,58,1002
3,23,16,9,53,1002
3,23,18,8.0,66,1003
3,23,16,9.0,58,1002
3,24,9,6.0,81,1011
3,24,11,8.0,53,1011
3,24,8,5.0,87,1010
3,24,22,3.0,87,1014
3,24,2,1.0,93,1007
3,24,12,9.0,58,1011
3,24,7,2.0,93,1010
3,24,12,8,44,1011
3,24,7,-1,89,1010
3,24,0,2.0,87,1007
3,24,7,1.0,93,1010
3,24,4,0.0,93,1008
3,24,4,0,89,1008
3,24,18,6.0,81,1012
3,24,4,0.0,93,1008
3,24,5,-1.0,93,1009
3,24,5,-2.0,93,1008
3,24,19,6,74,1013
3,24,5,-1,89,1009
3,24,23,3.0,87,1014
3,24,8,4.0,93,1010
3,24,23,3.0,93,1014
3,24,9,7.0,76,1011
3,24,0,1.0,87,1007
3,24,12,10.0,50,1011
3,24,23,3,87,1014
3,24,9,5,78,1011
3,24,0,2,81,1007
3,24,10,7,63,1011
3,24,6,-1,88,1009
3,24,10,7.0,71,1011
3,24,6,-1.0,93,1009
3,24,6,-1.0,93,1010
3,24,3,1.0,87,1008
3,24,2,1.0,93,1007
3,24,8,3,91,1011
3,24,1,1.0,87,1007
3,24,14,10.0,47,1011
3,24,1,1,84,1008
3,24,14,10,31,1012
3,24,13,10.0,47,1011
3,24,14,9.0,50,1011
3,24,17,8.0,76,1012
3,24,17,8,61,1012
3,24,21,3.0,93,1013
3,24,17,7.0,81,1012
3,24,15,10,34,1012
3,24,19,5.0,81,1013
3,24,16,8.0,66,1011
3,24,16,10.0,54,1011
3,24,16,10,38,1012
3,24,11,8,52,1011
3,24,21,4.0,87,1013
3,24,20,3.0,87,1013
3,24,22,3,84,1014
3,24,2,1,88,1008
3,24,11,9.0,58,1011
3,24,22,3.0,93,1013
3,24,20,3.0,93,1013
3,24,13,10.0,47,1011
3,24,1,1.0,93,1007
3,24,18,7,69,1012
3,24,20,4,80,1013
3,24,18,7.0,76,1012
3,24,21,4,82,1014
3,24,3,1,85,1008
3,24,13,10,36,1012
3,24,3,1.0,93,1007
3,24,15,10.0,54,1011
3,24,15,10.0,50,1011
3,24,10,8.0,62,1011
3,24,19,5.0,81,1012
3,25,2,0.0,93,1013
3,25,11,8.0,53,1014
3,25,2,1,88,1014
3,25,17,7,50,1014
3,25,17,7.0,61,1014
3,25,9,6.0,81,1014
3,25,19,7.0,61,1014
3,25,22,4.0,81,1012
3,25,18,7.0,61,1014
3,25,3,-1.0,86,1013
3,25,17,7.0,61,1014
3,25,15,8.0,57,1014
3,25,11,8.0,53,1014
3,25,13,8.0,57,1014
3,25,15,8,39,1014
3,25,1,1.0,87,1014
3,25,19,7.0,53,1014
3,25,12,8,40,1014
3,25,3,-1.0,93,1013
3,25,7,-1.0,93,1013
3,25,7,-1,87,1014
3,25,13,8.0,57,1014
3,25,7,0.0,93,1014
3,25,18,7,51,1015
3,25,0,3,87,1014
3,25,16,8,46,1014
3,25,0,3.0,87,1013
3,25,16,8.0,62,1014
3,25,16,8.0,57,1014
3,25,21,4.0,81,1013
3,25,23,4,76,1012
3,25,23,4.0,81,1011
3,25,8,4.0,93,1014
3,25,1,1.0,87,1014
3,25,9,7.0,71,1014
3,25,4,-2.0,93,1013
3,25,10,8.0,57,1014
3,25,21,5,59,1014
3,25,4,-2,89,1014
3,25,4,-2.0,93,1013
3,25,2,0.0,87,1014
3,25,20,6.0,66,1014
3,25,20,7,41,1014
3,25,23,4.0,81,1011
3,25,18,7.0,61,1014
3,25,10,7,54,1014
3,25,22,4,69,1013
3,25,6,-1.0,86,1013
3,25,6,-3.0,93,1013
3,25,0,2.0,87,1014
3,25,6,-3,88,1014
3,25,12,8.0,57,1014
3,25,21,5.0,70,1013
3,25,1,1,86,1014
3,25,10,8.0,62,1014
3,25,9,5,90,1014
3,25,22,4.0,81,1012
3,25,19,6,51,1015
3,25,14,9.0,50,1014
3,25,14,8,43,1014
3,25,14,9.0,50,1014
3,25,20,5.0,70,1013
3,25,13,8,42,1014
3,25,5,-2,88,1014
3,25,3,-0,88,1014
3,25,5,-2.0,86,1013
3,25,5,-2.0,86,1013
3,25,8,0,88,1014
3,25,15,8.0,57,1014
3,25,8,1.0,93,1014
3,25,11,8,48,1014
3,25,12,8.0,53,1014
3,26,7,4.0,87,1011
3,26,13,6.0,76,1021
3,26,6,4.0,87,1010
3,26,15,6.0,70,1022
3,26,22,3,73,1026
3,26,18,5.0,76,1024
3,26,10,5.0,81,1017
3,26,9,5.0,81,1016
3,26,10,5,72,1017
3,26,9,4,72,1015
3,26,7,4,81,1011
3,26,9,5.0,76,1015
3,26,22,3.0,75,1026
3,26,7,4.0,87,1012
3,26,4,4.0,81,1009
3,26,11,5,80,1018
3,26,23,2,73,1027
3,26,21,4.0,81,1026
3,26,6,4.0,87,1009
3,26,2,4.0,81,1009
3,26,13,6.0,76,1021
3,26,2,4,75,1010
3,26,22,3.0,81,1026
3,26,2,4.0,81,1009
3,26,10,5.0,87,1017
3,26,5,4,81,1010
3,26,5,4.0,81,1009
3,26,20,4.0,81,1025
3,26,12,5,78,1020
3,26,8,4,80,1013
3,26,12,6.0,81,1019
3,26,8,4.0,87,1014
3,26,8,4.0,81,1015
3,26,11,6.0,81,1019
3,26,4,4.0,81,1009
3,26,18,6.0,70,1024
3,26,1,4.0,81,1009
3,26,18,6,62,1024
3,26,1,4,76,1010
3,26,1,4.0,81,1009
3,26,6,4,84,1010
3,26,16,6.0,70,1023
3,26,16,6,62,1023
3,26,11,6.0,81,1018
3,26,16,6.0,70,1023
3,26,15,6.0,70,1022
3,26,3,4.0,87,1009
3,26,3,4.0,81,1009
3,26,5,3.0,87,1009
3,26,3,4,77,1009
3,26,19,4.0,81,1025
3,26,20,4.0,81,1025
3,26,14,6.0,76,1022
3,26,14,6.0,76,1022
3,26,4,4,80,1010
3,26,14,6,63,1022
3,26,13,6,72,1021
3,26,23,1.0,87,1026
3,26,19,5.0,76,1024
3,26,15,6,63,1023
3,26,21,4.0,75,1026
3,26,20,4,69,1025
3,26,19,5,67,1025
3,26,0,4,81,1011
3,26,0,4.0,81,1010
3,26,0,4.0,81,1010
3,26,21,4,74,1026
